time (ps),RMSD to cluster 1 (nm)
9120.0,1.2591
9130.0,1.231
9140.0,1.2769
9150.0,1.3273
9160.0,1.0182
9170.0,0.7598
9180.0,0.7459
9190.0,0.778
9200.0,0.7877
9210.0,0.9413
9220.0,1.252
9230.0,1.2589
9240.0,0.9735
9250.0,0.9619
9260.0,0.9592
9270.0,1.2472
9280.0,0.9287
9290.0,1.0509
9300.0,0.9669
9310.0,0.9548
9320.0,0.955
9330.0,0.9407
9340.0,1.3166
9350.0,0.9491
9360.0,1.2956
9370.0,1.3379
9380.0,0.4864
9390.0,0.5149
9400.0,0.4981
9410.0,0.4895
9420.0,0.4846
9430.0,0.9741
9440.0,0.972
9450.0,0.9719
9460.0,0.9713
9470.0,0.4741
9480.0,0.4558
9490.0,0.4553
9500.0,0.4725
9510.0,1.2608
9520.0,1.2297
9530.0,1.3732
9540.0,1.385
9550.0,0.4138
9560.0,1.3725
9570.0,1.281
9580.0,1.2633
9590.0,1.2921
9600.0,1.2971
9610.0,0.6658
9620.0,0.6875
9630.0,0.9511
9640.0,1.0054
9650.0,0.6894
9660.0,0.9344
9670.0,1.2629
9680.0,1.2098
9690.0,0.9172
9700.0,0.6392
9710.0,0.6299
9720.0,0.6139
9730.0,1.4554
9740.0,0.6238
9750.0,0.6166
9760.0,0.6411
9770.0,0.6578
9780.0,1.4872
9790.0,1.4776
9800.0,1.5261
9810.0,1.5326
9820.0,0.6922
9830.0,1.1527
9840.0,0.4616
9850.0,0.4602
9860.0,0.4684
9870.0,0.4557
9880.0,0.7414
9890.0,0.7435
9900.0,0.7296
9910.0,0.7347
9920.0,0.7553
9930.0,0.4449
9940.0,0.7834
9950.0,0.7504
9960.0,0.9573
9970.0,0.8019
9980.0,0.7794
9990.0,0.738
10000.0,0.7494
10010.0,0.7606
10020.0,0.7415
10030.0,0.7379
10040.0,0.7779
10050.0,1.2915
10060.0,0.8111
10070.0,0.8093
10080.0,1.3327
10090.0,1.3524
10100.0,1.355
10110.0,1.3053
10120.0,1.2951
10130.0,1.2901
10140.0,1.2969
10150.0,1.2945
10160.0,1.3314
10170.0,1.3021
10180.0,1.2628
10190.0,1.2798
10200.0,1.014
10210.0,1.0177
10220.0,1.0163
10230.0,1.0237
10240.0,1.0118
10250.0,0.8158
10260.0,1.2213
10270.0,1.219
10280.0,1.2579
10290.0,0.736
10300.0,1.2555
10310.0,1.2854
10320.0,0.761
10330.0,0.7824
10340.0,0.8008
10350.0,0.7861
10360.0,0.3611
10370.0,0.3561
10380.0,0.3744
10390.0,0.8765
10400.0,0.8623
10410.0,0.8651
10420.0,0.8794
10430.0,1.3486
10440.0,0.8661
10450.0,1.0458
10460.0,1.0831
10470.0,1.0433
10480.0,1.0504
10490.0,1.0564
10500.0,1.0858
10510.0,1.4044
10520.0,1.4185
10530.0,1.3822
10540.0,0.7143
10550.0,1.0874
10560.0,0.7933
10570.0,0.8212
10580.0,0.8956
10590.0,0.8977
10600.0,0.7838
10610.0,0.7944
10620.0,0.8751
10630.0,1.3895
10640.0,1.4347
10650.0,1.0357
10660.0,1.3551
10670.0,1.3666
10680.0,1.0664
10690.0,1.3682
10700.0,1.3709
10710.0,1.3866
10720.0,0.8463
10730.0,0.7734
10740.0,0.7903
10750.0,0.773
10760.0,1.0913
10770.0,1.0924
10780.0,1.1008
10790.0,1.1075
10800.0,1.5218
10810.0,1.5017
10820.0,1.4699
10830.0,0.8377
10840.0,1.4471
10850.0,0.8143
10860.0,0.8211
10870.0,0.815
10880.0,1.5068
10890.0,0.865
10900.0,0.8882
10910.0,1.5241
10920.0,1.506
10930.0,0.8747
10940.0,0.8779
10950.0,0.8776
10960.0,1.5081
10970.0,1.5225
10980.0,1.0759
10990.0,1.05
11000.0,1.0898
11010.0,1.1139
11020.0,1.0568
11030.0,1.0266
11040.0,1.0706
11050.0,1.0596
11060.0,1.0451
11070.0,1.5334
11080.0,1.6015
11090.0,1.1592
11100.0,1.6304
11110.0,1.6316
11120.0,1.6268
11130.0,1.6321
11140.0,1.6303
11150.0,1.6658
11160.0,1.1541
11170.0,1.1149
11180.0,1.1279
11190.0,1.0419
11200.0,1.0841
11210.0,1.0889
11220.0,1.0331
11230.0,1.0332
11240.0,0.8776
11250.0,1.0205
11260.0,1.0301
11270.0,1.0155
11280.0,1.031
11290.0,0.901
11300.0,0.8189
11310.0,0.8463
11320.0,0.3954
11330.0,0.3962
11340.0,0.385
11350.0,0.3963
11360.0,0.7762
11370.0,0.3858
11380.0,0.4169
11390.0,0.3998
11400.0,0.4
11410.0,0.3913
11420.0,0.8465
11430.0,0.8844
11440.0,0.3834
11450.0,0.8534
11460.0,0.8283
11470.0,0.9885
11480.0,0.9658
11490.0,0.9554
11500.0,0.8365
11510.0,0.8069
11520.0,1.044
11530.0,0.9007
11540.0,0.8928
11550.0,0.8433
11560.0,0.8482
11570.0,0.8625
11580.0,0.7979
11590.0,0.768
11600.0,0.7833
11610.0,0.7435
11620.0,0.7649
11630.0,0.7677
11640.0,0.8609
11650.0,0.7808
11660.0,0.8338
11670.0,0.8625
11680.0,0.8885
11690.0,0.8844
11700.0,0.8785
11710.0,0.8767
11720.0,0.8728
11730.0,0.8789
11740.0,0.9202
11750.0,0.6882
11760.0,0.8713
11770.0,0.8633
11780.0,0.686
11790.0,0.6922
11800.0,0.6896
11810.0,0.8903
11820.0,0.8446
11830.0,0.8632
11840.0,0.8942
11850.0,0.7073
11860.0,0.707
11870.0,0.9034
11880.0,0.7129
11890.0,0.7467
11900.0,0.3855
11910.0,0.6985
11920.0,0.7108
11930.0,0.7047
11940.0,0.6992
11950.0,0.6944
11960.0,0.7034
11970.0,0.6601
11980.0,0.6606
11990.0,0.6767
12000.0,0.6835
12010.0,0.6827
12020.0,0.6738
12030.0,1.0022
12040.0,0.6793
12050.0,0.6564
12060.0,0.6487
12070.0,0.6674
12080.0,0.694
12090.0,0.8691
12100.0,0.8829
12110.0,0.87
12120.0,0.7045
12130.0,0.6974
12140.0,0.7036
12150.0,0.674
12160.0,0.6767
12170.0,0.6807
12180.0,0.6886
12190.0,0.6929
